id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob,interaction
195003,GEO-1992-1-297-190,1992,True,Clear,1,393,393,Georgia: South Ossetia,840,840,Government of Georgia - Republic of South Ossetia,63,63,Government of Georgia,343,343,Republic of South Ossetia,-1,Reuters 1992-06-19 RUSSIA ADMITS FIRING AT GEORGIAN NATIONALIST FORCES.,-,-,-,Shevardnaze,2,Tskhinvali town,-,South Ossetia,-,42.227636,43.968608,POINT (43.968608 42.227636),190528,Georgia,372,Europe,1,1,06/19/1992 00:00:00,06/19/1992 00:00:00,0,0,0,0,0,2,0,372.0,-,41
195006,GEO-1992-1-297-199,1992,True,Clear,1,393,393,Georgia: South Ossetia,840,840,Government of Georgia - Republic of South Ossetia,63,63,Government of Georgia,343,343,Republic of South Ossetia,-1,"Reuters 1992-07-13 GEORGIAN PEACE FORCE HITS SNAG, FIGHTING CONTINUES.",-,-,-,Georgian Interior Ministry press centre,2,Tskhinvali town,Georgian village near Tskhinvali,South Ossetia,-,42.227636,43.968608,POINT (43.968608 42.227636),190528,Georgia,372,Europe,1,1,07/13/1992 00:00:00,07/13/1992 00:00:00,1,0,0,0,1,1,1,372.0,-,41
195007,GEO-1992-1-297-200,1992,True,Clear,1,393,393,Georgia: South Ossetia,840,840,Government of Georgia - Republic of South Ossetia,63,63,Government of Georgia,343,343,Republic of South Ossetia,-1,Reuters 1992-07-14 FIRST POST-SOVIET PEACE-KEEPERS MOVE INTO OSSETIA.,-,-,-,itar-tass news agency,2,Tskhinvali town,near Tskhinvali,South Ossetia,-,42.227636,43.968608,POINT (43.968608 42.227636),190528,Georgia,372,Europe,1,1,07/14/1992 00:00:00,07/14/1992 00:00:00,0,0,4,0,4,4,4,372.0,-,41
195008,GEO-1992-1-297-201,1992,True,Clear,1,393,393,Georgia: South Ossetia,840,840,Government of Georgia - Republic of South Ossetia,63,63,Government of Georgia,343,343,Republic of South Ossetia,-1,"Reuters 1992-07-16 MINISTERS AGREE CIS ""BLUE HELMETS"" PLAN.",-,-,-,interfax,4,South Ossetia,-,South Ossetia,-,42.333333,44.0,POINT (44 42.333333),190529,Georgia,372,Europe,1,1,07/14/1992 00:00:00,07/14/1992 00:00:00,0,0,0,1,1,1,1,372.0,-,41
195009,GEO-1992-1-297-202,1992,True,Clear,1,393,393,Georgia: South Ossetia,840,840,Government of Georgia - Republic of South Ossetia,63,63,Government of Georgia,343,343,Republic of South Ossetia,-1,Reuters 1992-07-21 FIGHTING FLARES IN SOUTH OF FORMerSOVIET UNION.,-,-,-,-,4,South Ossetia,-,South Ossetia,-,42.333333,44.0,POINT (44 42.333333),190529,Georgia,372,Europe,1,1,07/21/1992 00:00:00,07/21/1992 00:00:00,0,0,0,4,4,4,4,372.0,-,41
195010,GEO-1992-1-297-203,1992,True,Clear,1,393,393,Georgia: South Ossetia,840,840,Government of Georgia - Republic of South Ossetia,63,63,Government of Georgia,343,343,Republic of South Ossetia,-1,Reuters 1992-08-14 SHEVARDNADZE FACES CRISIS IN REBEL GEORGIAN REGION.,-,-,-,Shevardnaze,4,South Ossetia,-,South Ossetia,-,42.333333,44.0,POINT (44 42.333333),190529,Georgia,372,Europe,1,1,08/14/1992 00:00:00,08/14/1992 00:00:00,6,0,0,0,6,6,6,372.0,-,41
195011,GEO-1992-1-259-206,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,Reuters 1992-08-16 RESIDENTS FLEE AS GEORGIAN CONFLICT SIMMERS.,-,-,-,-,1,Sukhumi town,Sukhumi,Abkhazia region,Sukhumi district,43.001962,41.013907,POINT (41.013907 43.001962),191963,Georgia,372,Europe,1,1,08/16/1992 00:00:00,08/16/1992 00:00:00,0,0,1,0,1,1,1,372.0,-,41
195012,GEO-1992-1-259-228,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,Reuters 1992-09-20 Seven killed in ambush in new Georgia violence.,-,-,-,Georgian military authorities,1,Gagra town,Gagra,Abkhazia region,Gagra district,43.303869,40.256137,POINT (40.256137 43.303869),191961,Georgia,372,Europe,1,1,09/19/1992 00:00:00,09/19/1992 00:00:00,6,0,0,0,6,7,6,372.0,-,41
195013,GEO-1992-1-259-246,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,Reuters 1992-10-14 Georgia creates emergency defence council.,-,-,-,Abkhaz side,4,Abkhazia region,-,Abkhazia region,-,43.0,41.5,POINT (41.5 43),191964,Georgia,372,Europe,1,1,10/14/1992 00:00:00,10/14/1992 00:00:00,30,0,0,0,30,30,30,372.0,-,41
195016,GEO-1992-1-259-254,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,BBC 1992-11-23 Twenty killed or wounded in clash in Abkhazia.,-,-,-,Itar-tass news agency,1,Tamysh village,village of Tamysh in Abkhazia's Ochamchirskiy rayon,Abkhazia region,Ochamchira district,42.7794,41.3756,POINT (41.3756 42.7794),191243,Georgia,372,Europe,1,1,11/21/1992 00:00:00,11/21/1992 00:00:00,2,0,0,0,2,14,2,372.0,-,41
195017,GEO-1992-1-259-255,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,Reuters 1992-12-03 Shevardnadze vows to crush Abkhaz rebels.,-,-,-,"Georgy Khaindrava, Georgian minister responsible for the Abkhazia region,",1,Sukhumi town,Sukhumi,Abkhazia region,Sukhumi district,43.001962,41.013907,POINT (41.013907 43.001962),191963,Georgia,372,Europe,1,1,12/02/1992 00:00:00,12/02/1992 00:00:00,0,0,0,14,14,14,14,372.0,-,41
195018,GEO-1992-1-259-257,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,BBC 1992-12-10 Abkhazia - fighting and Russo-Georgian controversy.,-,-,-,Abkhaz defence ministry,4,Abkhazia region,-,Abkhazia region,-,43.0,41.5,POINT (41.5 43),191964,Georgia,372,Europe,1,2,12/07/1992 00:00:00,12/10/1992 00:00:00,0,19,0,0,19,99,19,372.0,-,41
195019,GEO-1992-1-259-258,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,BBC 1992-12-22 Fighting resumes in Abkhazia following lull.,-,-,-,Russia TV,1,Sukhumi town,Sukhumi,Abkhazia region,Sukhumi district,43.001962,41.013907,POINT (41.013907 43.001962),191963,Georgia,372,Europe,1,1,12/21/1992 00:00:00,12/21/1992 00:00:00,0,0,0,6,6,6,6,372.0,-,41
195021,GEO-1992-1-297-198,1992,True,Clear,1,393,393,Georgia: South Ossetia,840,840,Government of Georgia - Republic of South Ossetia,63,63,Government of Georgia,343,343,Republic of South Ossetia,-1,BBC 1992-07-10 South Osetian fighting continues despite reported lull.,-,-,-,Russian radio,1,Tskhinvali town,Tskhinvali,South Ossetia,-,42.227636,43.968608,POINT (43.968608 42.227636),190528,Georgia,372,Europe,1,1,07/10/1992 00:00:00,07/10/1992 00:00:00,0,0,0,1,1,1,1,372.0,-,41
195023,GEO-1992-1-259-247,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,"HRW 95 Abkhazia,",-,-,-,western sources,1,Gagra town,-,Abkhazia region,Gagra district,43.303869,40.256137,POINT (40.256137 43.303869),191961,Georgia,372,Europe,2,5,08/14/1992 00:00:00,10/31/1992 00:00:00,0,0,0,0,0,195,0,372.0,-,41
195024,GEO-1992-1-259-248,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,"Reuters 1992-11-09 Georgians kill up to 30 in Abkhazian ""combing"" - Tass.",-,-,-,Georgian authorities,4,Abkhazia region,-,Abkhazia region,-,43.0,41.5,POINT (41.5 43),191964,Georgia,372,Europe,1,1,11/04/1992 00:00:00,11/04/1992 00:00:00,25,9,0,0,34,109,34,372.0,-,41
195025,GEO-1992-1-259-263,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,Reuters 1992-12-14 Russia says Georgia shot down aid helicopter. And Reuters 1992-12-21 Russian soldierkilled in Georgia - Interfax.,-,-,-,Georgian and Russian sources,4,Abkhazia region,-,Abkhazia region,-,43.0,41.5,POINT (41.5 43),191964,Georgia,372,Europe,1,1,12/14/1992 00:00:00,12/14/1992 00:00:00,0,0,0,0,0,35,0,372.0,-,41
195061,GEO-1992-1-259-250,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,"Reuters 1992-11-09 Georgians kill up to 30 in Abkhazian ""combing"" - Tass.",-,-,-,Itar-tass news agency,4,Abkhazia region,-,Abkhazia region,-,43.0,41.5,POINT (41.5 43),191964,Georgia,372,Europe,2,2,11/06/1992 00:00:00,11/08/1992 00:00:00,0,0,0,0,0,30,0,372.0,-,41
197393,GEO-1992-1-259-204,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,Reuters 1992-08-14 SHEVARDNADZE FACES CRISIS IN REBEL GEORGIAN REGION. Radio Liberty Daily report. September 4 cited in HRW 1995 Georgia/Abkhazia.,-,-,-,-,4,Abkhazia region,-,Abkhazia region,-,43.0,41.5,POINT (41.5 43),191964,Georgia,372,Europe,1,1,08/14/1992 00:00:00,08/14/1992 00:00:00,5,10,0,0,15,50,15,372.0,-,41
197394,GEO-1992-1-259-205,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,Reuters 1992-08-15 GEORGIA AND ABKHAZIA AGREE TRUCE BUT FIGHTING CONTINUES.,-,-,-,-,4,Abkhazia region,-,Abkhazia region,-,43.0,41.5,POINT (41.5 43),191964,Georgia,372,Europe,1,1,08/15/1992 00:00:00,08/15/1992 00:00:00,0,0,0,4,4,4,4,372.0,-,41
197395,GEO-1992-1-259-207,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,Reuters 1992-08-18 GEORGIAN TROOPS POISED TO STRIKE AGAINST REBEL CAPITAL.,-,-,-,"Russian Interfax and Bagapsh, Abkhazian leader",1,Sukhumi town,Sukhumi,Abkhazia region,Sukhumi district,43.001962,41.013907,POINT (41.013907 43.001962),191963,Georgia,372,Europe,1,1,08/18/1992 00:00:00,08/18/1992 00:00:00,0,0,0,5,5,5,5,372.0,-,41
197410,GEO-1992-1-259-209,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,"Reuters 1992-08-23 GEORGIA PUTS FORCES ON ALERT AGAINST ""TERRORIST"" THREAT.",-,-,-,deputy head of the Abkhazian parliament,1,Shroma village,"village of Shroma, near the Abkhazian capital Sukhumi.",Guria region,Ozurgeti district,41.979768,41.842424,POINT (41.842424 41.979768),189804,Georgia,372,Europe,1,1,08/23/1992 00:00:00,08/23/1992 00:00:00,0,0,0,4,4,4,4,372.0,-,41
197411,GEO-1992-1-259-210,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,"Reuters 1992-08-24 SHEVARDNADZE SAYS ELECTIONS UNDerTHREAT, FOurDIE.",-,-,-,spokesman for the ruling State Council,3,Ochamchira district,in Ochamchira on the Black Sea coast,Abkhazia region,Ochamchira district,42.916667,41.75,POINT (41.75 42.916667),191244,Georgia,372,Europe,1,1,08/24/1992 00:00:00,08/24/1992 00:00:00,0,0,0,4,4,4,4,372.0,-,41
197412,GEO-1992-1-259-214,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,Reuters 1992-08-26 CAUCASIAN MOUNTAIN FIGHTERS CLASH WITH GEORGIANS.,-,-,-,Georgian officials,1,Gagra town,town of Gagra,Abkhazia region,Gagra district,43.303869,40.256137,POINT (40.256137 43.303869),191961,Georgia,372,Europe,1,1,08/26/1992 00:00:00,08/26/1992 00:00:00,4,40,0,0,44,50,44,372.0,-,41
197475,GEO-1992-1-259-208,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,Reuters 1992-08-18 GEORGIAN TROOPS POISED TO STRIKE AGAINST REBEL CAPITAL.,-,-,-,"Bagapsh, Abkhazian leader",1,Gumista town,"Gumista, a Sukhumi suburb",Abkhazia region,Sukhumi district,43.026944,40.973889,POINT (40.973889 43.026944),191962,Georgia,372,Europe,1,1,08/18/1992 00:00:00,08/18/1992 00:00:00,0,0,6,0,6,6,6,372.0,-,41
197535,GEO-1992-1-259-211,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,Reuters 1992-08-25 GEORGIA THREATENS FORCE TO CRUSH REBELS.,-,-,-,interfax,4,Abkhazia region,-,Abkhazia region,-,43.0,41.5,POINT (41.5 43),191964,Georgia,372,Europe,1,1,08/25/1992 00:00:00,08/25/1992 00:00:00,2,0,0,0,2,2,2,372.0,-,41
197536,GEO-1992-1-259-212,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,Reuters 1992-08-25 YELTSIN TO MEET SHEVARDNADZE ON GEORGIAN CRISIS.,-,-,-,Abkazian officials,1,Sukhumi town,towns of Sukhumi  .,Abkhazia region,Sukhumi district,43.001962,41.013907,POINT (41.013907 43.001962),191963,Georgia,372,Europe,1,1,08/25/1992 00:00:00,08/25/1992 00:00:00,20,2,0,0,22,22,22,372.0,-,41
197537,GEO-1992-1-259-213,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,Reuters 1992-08-25 YELTSIN TO MEET SHEVARDNADZE ON GEORGIAN CRISIS.,-,-,-,Abkazian officials,3,Gagra district,Gagra.,Abkhazia region,Gagra district,43.431944,40.264722,POINT (40.264722 43.431944),191961,Georgia,372,Europe,1,1,08/25/1992 00:00:00,08/25/1992 00:00:00,20,3,0,0,23,23,23,372.0,-,41
197541,GEO-1991-1-239-157,1991,True,Clear,1,380,380,Georgia: Government,812,812,Government of Georgia - National Guard and Mkhedrioni,63,63,Government of Georgia,332,332,National Guard and Mkhedrioni,-1,Straights Times 1991-12-30 Fresh fighting in Georgia after President again refuses to quit,-,-,-,Red Cross physician,1,Tbilisi town,Tblisi,Tbilisi region,-,41.716667,44.783333,POINT (44.783333 41.716667),189810,Georgia,372,Europe,2,4,12/22/1991 00:00:00,12/30/1991 00:00:00,0,0,0,0,0,41,0,372.0,-,41
197542,GEO-1992-1-259-215,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,BBC 1992-08-27 Fighting continues in Abkhazia.,-,-,-,-,1,Gudauta town,Gudauta,Abkhazia region,Gudauta district,43.10227,40.618098,POINT (40.618098 43.10227),191962,Georgia,372,Europe,1,1,08/26/1992 00:00:00,08/26/1992 00:00:00,0,0,0,40,40,40,40,372.0,-,41
197543,GEO-1992-1-259-216,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,Reuters 1992-08-27 SHEVARDNADZE RULES OUT IMMEDIATE CEASEFIRE.,-,-,-,Georgian officials,1,Senaki town,Seneki just east of Abkhazia.,Samegrelo-Zemo Svaneti rerion,Senaki district,42.268889,42.079167,POINT (42.079167 42.268889),190525,Georgia,372,Europe,1,1,08/27/1992 00:00:00,08/27/1992 00:00:00,1,0,0,0,1,1,1,372.0,-,41
197545,GEO-1992-1-259-217,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,Reuters 1992-08-29 GEORGIA AND ABKHAZIA AGREE CEASEFIRE - RUSSIAN TV.,-,-,-,Shevardnaze,1,Sukhumi town,Sukhumi,Abkhazia region,Sukhumi district,43.001962,41.013907,POINT (41.013907 43.001962),191963,Georgia,372,Europe,1,1,08/28/1992 00:00:00,08/28/1992 00:00:00,4,0,0,0,4,4,4,372.0,-,41
197547,GEO-1992-1-259-256,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,BBC 1992-12-05 Georgian and Abkhaz forces clash in Ochamchirskiy rayon.,-,-,-,-,3,Ochamchira district,Ochamchirskiy rayon,Abkhazia region,Ochamchira district,42.916667,41.75,POINT (41.75 42.916667),191244,Georgia,372,Europe,1,1,12/04/1992 00:00:00,12/04/1992 00:00:00,6,0,0,0,6,26,6,372.0,-,41
197549,GEO-1992-1-259-218,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,BBC 1992-08-29 Fighting in Abkhazia involves Gamsakhurdia supporters.,-,-,-,Shevardnaze,4,Abkhazia region,-,Abkhazia region,-,43.0,41.5,POINT (41.5 43),191964,Georgia,372,Europe,1,1,08/28/1992 00:00:00,08/28/1992 00:00:00,0,0,0,0,0,97,0,372.0,-,41
197550,GEO-1992-1-259-219,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,Reuters 1992-08-30 CASUALTIES AS GEORGIAN FIGHTING KILLS PEACE HOPES.,-,-,-,"Russian television, Mayak radio",1,Gagra town,Gagra,Abkhazia region,Gagra district,43.303869,40.256137,POINT (40.256137 43.303869),191961,Georgia,372,Europe,1,1,08/30/1992 00:00:00,08/30/1992 00:00:00,15,0,0,0,15,15,15,372.0,-,41
197553,GEO-1992-1-259-221,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,Reuters 1992-09-01 KARABAKH CEASEFIRE CLOSE TO COLLAPSE.,-,-,-,Shevardnaze,2,Sukhumi town,near Sukhumi,Abkhazia region,Sukhumi district,43.001962,41.013907,POINT (41.013907 43.001962),191963,Georgia,372,Europe,1,1,09/01/1992 00:00:00,09/01/1992 00:00:00,0,0,0,0,0,2,0,372.0,-,41
197554,GEO-1992-1-259-225,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,Reuters 1992-09-14 Violence punctuates shaky Georgian ceasefire.,-,-,-,-,2,Gagra town,Gagra,Abkhazia region,Gagra district,43.303869,40.256137,POINT (40.256137 43.303869),191961,Georgia,372,Europe,1,1,09/14/1992 00:00:00,09/14/1992 00:00:00,0,0,0,1,1,1,1,372.0,-,41
197555,GEO-1992-1-259-259,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,BBC 1992-12-29 Fighting in Abkhazia - tension in Georgia.,-,-,-,Itar-tass news agency,4,Abkhazia region,-,Abkhazia region,-,43.0,41.5,POINT (41.5 43),191964,Georgia,372,Europe,1,1,12/27/1992 00:00:00,12/27/1992 00:00:00,3,0,0,0,3,3,3,372.0,-,41
197559,GEO-1992-1-259-222,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,BBC 1992-09-03 Fighting continues in Abkhazia on eve of talks.,-,-,-,a member of the Abkhazian parliament,2,Sukhumi town,near Sukhumi,Abkhazia region,Sukhumi district,43.001962,41.013907,POINT (41.013907 43.001962),191963,Georgia,372,Europe,1,1,09/01/1992 00:00:00,09/01/1992 00:00:00,15,60,0,0,75,75,75,372.0,-,41
197560,GEO-1992-1-259-223,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,"Reuters 1992-09-10 ""30 rebel volunteers killed in Georgian minefield.",-,-,-,Georgia's state council,2,Aghdara village,near village of Achadara,Abkhazia region,Sukhumi district,43.065045,40.980127,POINT (40.980127 43.065045),191962,Georgia,372,Europe,1,1,09/10/1992 00:00:00,09/10/1992 00:00:00,0,30,0,0,30,30,30,372.0,-,41
197562,GEO-1992-1-259-224,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,"Reuters 1992-09-12 Georgian soldierkilled, but truce mainly holds.",-,-,-,spokesman for Georgian military commander,2,Sukhumi town,south of Sukhumi,Abkhazia region,Sukhumi district,43.001962,41.013907,POINT (41.013907 43.001962),191963,Georgia,372,Europe,1,1,09/12/1992 00:00:00,09/12/1992 00:00:00,1,0,0,0,1,1,1,372.0,-,41
197564,GEO-1992-1-259-226,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,"Reuters 1992-09-17 Georgian, Abkhazian troops clash - officials.",-,-,-,Georgian officials,4,Abkhazia region,-,Abkhazia region,-,43.0,41.5,POINT (41.5 43),191964,Georgia,372,Europe,1,1,09/15/1992 00:00:00,09/15/1992 00:00:00,0,10,0,0,10,10,10,372.0,-,41
197568,GEO-1992-1-259-261,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,Reuters 1992-12-31 Shevardnadze flies to Abkhazia with peace plan.,-,-,-,Itar-tass news agency,1,Sukhumi town,Sukhumi,Abkhazia region,Sukhumi district,43.001962,41.013907,POINT (41.013907 43.001962),191963,Georgia,372,Europe,1,1,12/31/1992 00:00:00,12/31/1992 00:00:00,0,0,0,4,4,4,4,372.0,-,41
197570,GEO-1992-1-289-166,1992,True,Clear,1,380,380,Georgia: Government,813,813,Government of Georgia - Zviadists,63,63,Government of Georgia,333,333,Zviadists,-1,"Reuters 1992-01-21 GOVERNMENT WINS CLASHES, PARTIAL TRUCE IN GEORGIA.",-,-,-,witnesses and military council,1,Abasha town,"Abasha, about 40 km (25 miles) from Poti",Samegrelo-Zemo Svaneti rerion,Abasha district,42.20069,42.211357,POINT (42.211357 42.20069),190525,Georgia,372,Europe,1,1,01/21/1992 00:00:00,01/21/1992 00:00:00,5,0,0,0,5,5,5,372.0,-,41
197572,GEO-1992-1-259-227,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,"Reuters 1992-09-17 Georgian, Abkhazian troops clash - officials.",-,-,-,Georgian officials,4,Abkhazia region,-,Abkhazia region,-,43.0,41.5,POINT (41.5 43),191964,Georgia,372,Europe,1,1,09/17/1992 00:00:00,09/17/1992 00:00:00,4,0,0,0,4,4,4,372.0,-,41
197573,GEO-1992-1-259-229,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,BBC 1992-09-21 Several Georgians reported killed in Abkhazian attack on bus.,-,-,-,Georgian sources,2,Kolkhida village,near Kolkhida,Abkhazia region,Gagra district,43.253501,40.306898,POINT (40.306898 43.253501),191961,Georgia,372,Europe,1,1,09/19/1992 00:00:00,09/19/1992 00:00:00,3,0,0,0,3,3,3,372.0,-,41
197574,GEO-1992-1-259-230,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,BBC 1992-09-21 Several Georgians reported killed in Abkhazian attack on bus.,-,-,-,Abkhaz state defense committee,2,Bzyb village,area of Gagra-Bzyb,Abkhazia region,Gagra district,43.226206,40.352582,POINT (40.352582 43.226206),191961,Georgia,372,Europe,1,1,09/19/1992 00:00:00,09/19/1992 00:00:00,0,1,0,0,1,1,1,372.0,-,41
197579,GEO-1992-1-289-167,1992,True,Clear,1,380,380,Georgia: Government,813,813,Government of Georgia - Zviadists,63,63,Government of Georgia,333,333,Zviadists,-1,Reuters 1992-01-23 GEORGIAN GOVERNMENT FORCES PIN DOWN RESISTANCE.,-,-,-,senior government leader,1,Poti town,Poti,Samegrelo-Zemo Svaneti rerion,-,42.141944,41.676389,POINT (41.676389 42.141944),190524,Georgia,372,Europe,1,1,01/23/1992 00:00:00,01/23/1992 00:00:00,0,0,0,10,10,15,10,372.0,-,41
197580,GEO-1992-1-289-168,1992,True,Clear,1,380,380,Georgia: Government,813,813,Government of Georgia - Zviadists,63,63,Government of Georgia,333,333,Zviadists,-1,"Reuters 1992-01-27 ONE KILLED, AT LEAST TWO INJURED IN NEW GEORGIAN FIGHTING.",-,-,-,local officials,1,Poti town,Poti,Samegrelo-Zemo Svaneti rerion,-,42.141944,41.676389,POINT (41.676389 42.141944),190524,Georgia,372,Europe,1,1,01/27/1992 00:00:00,01/27/1992 00:00:00,0,0,0,1,1,1,1,372.0,-,41
197581,GEO-1992-1-259-231,1992,True,Clear,1,392,392,Georgia: Abkhazia,839,839,Government of Georgia - Republic of Abkhazia,63,63,Government of Georgia,342,342,Republic of Abkhazia,-1,Reuters 1992-09-24 Georgia threatens warin Abkhazia against rebels.,-,-,-,Abkhazian spokesman,4,Abkhazia region,-,Abkhazia region,-,43.0,41.5,POINT (41.5 43),191964,Georgia,372,Europe,1,1,09/22/1992 00:00:00,09/22/1992 00:00:00,0,0,2,0,2,2,2,372.0,-,41
